charts/episodic_return,losses/explained_variance,charts/learning_rate,charts/episodic_length,losses/approx_kl,losses/policy_loss,_runtime,losses/value_loss,_step,losses/clipfrac,charts/SPS,losses/entropy,_timestamp,global_step,losses/old_approx_kl
,0.004075527191162109,1.0445468433317728e-05,,2.349168062210083e-05,0.0008213892579078674,640.3929128646851,28.91695785522461,5039,0.0,758.0,0.1647338569164276,1763260668.4252849,482688,0.0005750171840190887
,0.9113477468490601,8.448540938843507e-06,,6.249174475669861e-05,0.0013914406299591064,643.4227120876312,0.005886330734938383,5071,0.0,759.0,0.20500914752483368,1763260671.455084,486016,-0.001099810004234314
500.0,,,500.0,,,647.6186950206757,,5117,,,,1763260675.651067,490682,
500.0,,,500.0,,,648.0688552856445,,5122,,,,1763260676.1012273,491182,
500.0,,,500.0,,,648.5145435333252,,5127,,,,1763260676.5469155,491682,
,0.05892837047576904,4.992319645680254e-06,,3.3406540751457214e-06,0.00024725496768951416,648.6439518928528,2.1952297687530518,5128,0.0,762.0,0.21886023879051208,1763260676.676324,491776,0.00010686088353395462
,0.8572920560836792,4.224270469421754e-06,,2.0274892449378967e-06,-0.0003083720803260803,649.8013498783112,0.007029274944216013,5140,0.0,763.0,0.22728584706783295,1763260677.8337219,493056,0.00047115515917539597
500.0,,,500.0,,,650.2880120277405,,5146,,,,1763260678.320384,493682,
,0.7455002665519714,3.609831082940218e-06,,3.1311064958572388e-06,-0.00018121488392353058,650.724365234375,0.006980495527386665,5150,0.0,763.0,0.1930297315120697,1763260678.7567372,494080,0.00047966837882995605
500.0,,,500.0,,,650.7623076438904,,5151,,,,1763260678.7946796,494182,
,0.9929739236831665,2.8417819066817174e-06,,1.8188729882240295e-06,-0.0002406388521194458,651.8953313827515,0.0009478176943957806,5163,0.0,764.0,0.2705698609352112,1763260679.9277034,495360,6.531272083520889e-05
,0.5342621803283691,2.6881721169047523e-06,,8.931383490562439e-07,-0.00016274675726890564,652.11860704422,0.008120306767523289,5165,0.0,764.0,0.19640102982521057,1763260680.150979,495616,0.0001027798280119896
,0.003111898899078369,8.448540711469832e-07,,2.4400651454925537e-07,-0.00014768913388252258,654.8705892562866,132.87074279785156,5196,0.0,765.0,0.2738490700721741,1763260682.9029613,498688,3.131665289402008e-05
,0.9950949549674988,7.680491762585007e-07,,1.6391277313232422e-07,-0.00010319426655769348,655.0163841247559,0.0005664466880261898,5197,0.0,765.0,0.1644788533449173,1763260683.0487561,498816,-0.00011508353054523468
