charts/episodic_return,losses/explained_variance,charts/learning_rate,charts/episodic_length,losses/approx_kl,losses/policy_loss,_runtime,losses/value_loss,_step,losses/clipfrac,charts/SPS,losses/entropy,_timestamp,global_step,losses/old_approx_kl
,0.9455716609954834,0.00019961596990469843,,0.0005287695676088333,-0.003412816673517227,238.04430890083313,0.001042692456394434,1945,0.001953125,714.0,0.22841796278953552,1763260266.076681,167424,-0.005270183086395264
,0.9940590858459473,0.0001987711148103699,,5.0805509090423584e-05,-0.0018249377608299255,240.40616059303284,0.0010001782793551683,1959,0.0,713.0,0.2808189392089844,1763260268.4385326,168832,0.0013053640723228455
,0.04124605655670166,0.00019792627426795661,,0.0011997101828455925,-0.008196143433451653,242.7842104434967,110.47462463378906,1973,0.0,711.0,0.35761767625808716,1763260270.8165824,170240,0.011585460044443607
,0.8175908327102661,0.0001971582241822034,,0.009982433170080185,0.005982972681522369,244.84129166603088,0.0009896717965602875,1985,0.068359375,711.0,0.19631248712539673,1763260272.8736637,171520,0.0037670880556106567
,0.9736911058425903,0.0001967741991393268,,0.0169546939432621,-0.018936239182949066,245.82410883903503,0.00093130546156317,1991,0.166015625,710.0,0.28796565532684326,1763260273.8564808,172160,0.05661535635590553
,-0.0020333528518676758,0.00019615975907072425,,3.625266253948212e-05,-0.002080220729112625,247.46387386322021,9.873490333557129,2002,0.0,710.0,0.24366915225982666,1763260275.4962459,173184,0.0008872225880622864
,0.005315423011779785,0.00019585253903642297,,0.00010425504297018051,-0.00413995236158371,248.2722692489624,2.7795400619506836,2007,0.0,710.0,0.3044719696044922,1763260276.3046412,173696,-0.003297555260360241
500.0,,,500.0,,,249.63608241081238,,2016,,,,1763260277.6684544,174682,
,0.9785516858100891,0.00019508448895066977,,0.02233324758708477,-0.04129680246114731,250.12687373161316,0.0005846035201102495,2019,0.11328125,709.0,0.31917500495910645,1763260278.1592457,174976,0.10164669901132584
,0.8945778608322144,0.00019477726891636848,,0.03015265241265297,-0.01997700147330761,250.92401552200317,0.0008822260424494743,2024,0.1171875,709.0,0.35364681482315063,1763260278.9563875,175488,0.04377497732639313
,0.024142086505889893,0.00019462365889921784,,0.0047340989112854,-0.005828617140650749,251.33156323432922,248.79708862304688,2027,0.01171875,709.0,0.3351176977157593,1763260279.3639352,175744,-0.017505589872598648
,0.8652198910713196,0.0001944700488820672,,0.013772217556834221,0.005004756152629852,251.67855954170227,0.0012589063262566924,2029,0.052734375,709.0,0.30785539746284485,1763260279.7109315,176000,0.03058021143078804
,0.7818654775619507,0.00019416282884776592,,0.010170603170990944,-0.011694148182868958,252.471355676651,0.0015132906846702099,2034,0.072265625,709.0,0.3332940340042114,1763260280.5037277,176512,-0.03607454523444176
,0.7895747423171997,0.00019347158377058804,,0.005609770305454731,-0.03626745939254761,254.09986782073975,0.0006194864399731159,2045,0.021484375,709.0,0.24537664651870728,1763260282.1322398,177664,0.03846018388867378
500.0,,,500.0,,,254.88585305213928,,2051,,,,1763260282.918225,178182,
,0.037596166133880615,0.00019308755872771144,,0.005436242558062077,-0.0007734689861536026,255.05936479568481,57.67380905151367,2052,0.0390625,709.0,0.3003217875957489,1763260283.0917368,178304,-0.0088186739012599
500.0,,,500.0,,,257.70054602622986,,2070,,,,1763260285.732918,180182,
,0.037290334701538086,0.00019162826356478035,,0.0012637199833989143,-0.0011256523430347443,258.602534532547,141.32069396972656,2076,0.015625,708.0,0.2012617141008377,1763260286.6349065,180736,0.015160647220909595
,0.7464584112167358,0.00019055299344472587,,0.006827142089605331,-0.015006966888904572,261.2350106239319,0.0006557165761478245,2093,0.060546875,708.0,0.23725339770317078,1763260289.2673826,182528,-0.02050834894180298
,0.8178215026855469,0.00019047618843615055,,0.01310291700065136,-0.028467893600463867,261.40561962127686,0.0008065386791713536,2094,0.0234375,708.0,0.20894058048725128,1763260289.4379916,182656,0.04925837740302086
,0.8345546126365662,0.0001890936982817948,,0.0015966761857271194,0.0028284676373004913,265.03466629981995,0.0003202121297363192,2117,0.025390625,707.0,0.1658192276954651,1763260293.0670383,184960,-0.008938081562519073
,0.9390098452568054,0.0001876344031188637,,0.004912955686450005,-0.011630326509475708,268.74602007865906,0.0012490306980907917,2141,0.0078125,706.0,0.33625897765159607,1763260296.778392,187392,0.024428891018033028
,0.9537749886512756,0.00018732718308456242,,0.003994602710008621,0.0025563016533851624,269.5252163410187,0.0005826784181408584,2146,0.029296875,706.0,0.15845027565956116,1763260297.5575883,187904,0.008926795795559883
,0.9278943538665771,0.0001872503780759871,,0.0008722497150301933,-0.00413348525762558,269.70022559165955,0.001083493116311729,2147,0.0,706.0,0.25972846150398254,1763260297.7325976,188032,0.004475732333958149
,0.7260619401931763,0.00018717357306741178,,0.01089413184672594,0.0099220871925354,269.8858337402344,0.0013850289396941662,2148,0.048828125,706.0,0.21219441294670105,1763260297.9182057,188160,0.0009099617600440979
,0.04668915271759033,0.00018678954802453518,,0.00026691053062677383,0.002140134572982788,270.87055921554565,8.841713905334473,2155,0.001953125,706.0,0.22099857032299042,1763260298.9029312,188800,-0.003918261267244816
,0.9613952040672302,0.00018571429245639592,,0.024274777621030807,-0.0020936382934451103,274.118280172348,0.001615886576473713,2172,0.123046875,704.0,0.2826230525970459,1763260302.1506522,190592,0.034422121942043304
,0.9930605888366699,0.00018494624237064272,,0.0013432754203677177,0.0001416485756635666,276.27706146240234,0.0005116775282658637,2185,0.00390625,703.0,0.3129138946533203,1763260304.3094335,191872,0.002747536636888981
,0.8666690587997437,0.0001844854123191908,,0.0006830757483839989,0.003036355599761009,277.51371455192566,0.0008134369854815304,2192,0.0,703.0,0.28867247700691223,1763260305.5460865,192640,-4.434306174516678e-05
500.0,,,500.0,,,278.35544538497925,,2198,,,,1763260306.3878174,193182,
,0.050218164920806885,0.0001841013872763142,,0.0017443904653191566,-0.01587003469467163,278.54246735572815,60.40742874145508,2199,0.0,703.0,0.30356714129447937,1763260306.5748394,193280,-0.016828054562211037
,0.11264175176620483,0.000183333337190561,,0.0034227920696139336,-0.0010309219360351562,280.5325984954834,0.0003684141265694052,2211,0.01953125,702.0,0.259848415851593,1763260308.5649705,194560,0.00454296451061964
,0.9886409044265747,0.00018317972717341036,,0.012922215275466442,-0.019654899835586548,280.96957516670227,0.0014082156121730804,2214,0.068359375,702.0,0.2784636318683624,1763260309.0019472,194816,0.05338309705257416
,0.6766800284385681,0.00018279570213053375,,0.01905771531164646,0.022879108786582947,281.99677300453186,0.0010998193174600601,2220,0.064453125,702.0,0.34589844942092896,1763260310.029145,195456,-0.019719690084457397
,0.009899616241455078,0.00018264209211338311,,0.0002490440383553505,-0.00202811136841774,282.4033124446869,86.83570861816406,2223,0.0,702.0,0.253542423248291,1763260310.4356844,195712,-0.0036411089822649956
,0.5665955543518066,0.00018248848209623247,,0.021128958091139793,-0.004179038107395172,282.7939314842224,0.00027888838667422533,2225,0.109375,702.0,0.26743748784065247,1763260310.8263035,195968,0.07061828672885895
,0.9422580003738403,0.00018241167708765715,,0.0008348077535629272,0.009905438870191574,282.9829771518707,0.00046558870235458016,2226,0.005859375,702.0,0.27670541405677795,1763260311.0153491,196096,-0.010493407025933266
500.0,,,500.0,,,283.03142738342285,,2227,,,,1763260311.0637994,196182,
,0.6265365481376648,0.00018210445705335587,,0.002077135257422924,-0.0023541711270809174,283.79500341415405,0.00046298105735331774,2231,0.0078125,701.0,0.29792746901512146,1763260311.8273754,196608,0.013180349953472614
,0.3123796582221985,0.0001818740420276299,,0.003464347682893276,-0.015022136270999908,284.3980972766876,0.00026258494472131133,2235,0.005859375,701.0,0.32338017225265503,1763260312.4304693,196992,0.013468161225318909
,0.5905373096466064,0.0001814900169847533,,0.016511794179677963,-0.019001416862010956,285.374543428421,0.0007097927154973149,2241,0.0703125,701.0,0.3338901400566101,1763260313.4069154,197632,0.03488994017243385
,0.030704379081726074,0.0001811059919418767,,0.0025466158986091614,0.01633281446993351,286.38292026519775,36.95114517211914,2248,0.001953125,701.0,0.3395825922489166,1763260314.4152923,198272,0.019041722640395164
,0.24940603971481323,0.00018095238192472607,,0.0005025835707783699,-0.0067588090896606445,286.7398109436035,0.0006353968637995422,2250,0.0,701.0,0.25714364647865295,1763260314.772183,198528,0.008498032577335835
,0.03461819887161255,0.00018079877190757543,,0.0013076551258563995,0.008842386305332184,287.1540198326111,333.8891296386719,2253,0.013671875,701.0,0.234452486038208,1763260315.1863918,198784,-0.001385863870382309
,0.016881287097930908,0.00017964669677894562,,0.006257183849811554,-0.03171023353934288,290.0062048435211,3.4385485649108887,2272,0.025390625,700.0,0.2475719004869461,1763260318.0385768,200704,0.013717105612158775
,0.6214731931686401,0.00017910906171891838,,0.003495939075946808,-0.016895480453968048,291.3188600540161,0.0008400900987908244,2280,0.0078125,700.0,0.2481774240732193,1763260319.351232,201600,0.02469235099852085
,0.9363389015197754,0.00017818740161601454,,2.150610089302063e-05,-0.0008793361485004425,293.64934635162354,0.0015404841396957636,2295,0.0,700.0,0.21871675550937653,1763260321.6817183,203136,0.0009485054761171341
,0.9265763163566589,0.0001780337915988639,,0.006973200477659702,-0.037562046200037,294.0924439430237,0.00045205571223050356,2298,0.0625,700.0,0.2695342004299164,1763260322.124816,203392,0.023526199162006378
,-0.128493070602417,0.0001772657415131107,,0.009413065388798714,-0.01813286915421486,296.07510566711426,0.001992751844227314,2310,0.087890625,699.0,0.22675442695617676,1763260324.1074777,204672,0.030117392539978027
,0.05431103706359863,0.00017718893650453538,,0.007836384698748589,-0.00036206096410751343,296.3361313343048,147.557373046875,2312,0.025390625,699.0,0.2511770725250244,1763260324.3685033,204800,-0.002030070871114731
,0.9810410141944885,0.00017680491146165878,,0.007317105308175087,-0.007053181529045105,297.31138038635254,0.0010425717337056994,2318,0.080078125,699.0,0.19430287182331085,1763260325.3437524,205440,0.023866277188062668
,0.9867178201675415,0.00017657449643593282,,0.004691718146204948,0.0013928785920143127,297.8868899345398,0.0011433713370934129,2322,0.046875,699.0,0.2184275984764099,1763260325.919262,205824,0.0037689916789531708
,0.44493424892425537,0.00017642088641878217,,0.009634929709136486,0.008896835148334503,298.2829210758209,0.00048678001621738076,2324,0.0546875,699.0,0.3338635563850403,1763260326.315293,206080,0.0170715544372797
,0.7706280946731567,0.0001761136663844809,,0.0018032025545835495,-0.0013422667980194092,298.9481027126312,0.0021081732120364904,2329,0.03125,699.0,0.24453625082969666,1763260326.9804747,206592,-0.017292045056819916
,0.006474435329437256,0.00017549922631587833,,0.015292341820895672,-0.023235149681568146,300.5002167224884,0.00026733570848591626,2339,0.095703125,699.0,0.3483126163482666,1763260328.5325887,207616,0.055938370525836945
,0.7362169027328491,0.00017526881129015237,,0.004954325966536999,-0.019319308921694756,301.109277009964,0.0013483957154676318,2343,0.048828125,699.0,0.2443767786026001,1763260329.141649,208000,0.013458200730383396
,0.7364543676376343,0.0001749615912558511,,0.0051542893052101135,-0.01383046805858612,301.9561536312103,0.0014222045429050922,2348,0.064453125,699.0,0.23848232626914978,1763260329.9885256,208512,-0.005895534530282021
,0.9000730514526367,0.0001745775662129745,,0.003040674142539501,0.01011495292186737,302.8823368549347,0.0004994763876311481,2354,0.009765625,698.0,0.2686493694782257,1763260330.9147089,209152,-0.004586714319884777
,0.8858556747436523,0.00017403994570486248,,0.005767928436398506,-0.03904798626899719,304.1255156993866,0.0002831268066074699,2363,0.044921875,699.0,0.24995386600494385,1763260332.1578877,210048,0.027226191014051437
500.0,,,500.0,,,307.80233693122864,,2389,,,,1763260335.834709,212682,
500.0,,,500.0,,,308.58277106285095,,2394,,,,1763260336.615143,213182,
,0.7962435483932495,0.00017019969527609646,,0.006810401566326618,0.005234364420175552,313.5809688568115,0.00029278159490786493,2426,0.07421875,698.0,0.25413376092910767,1763260341.6133409,216448,0.0010597892105579376
,0.9664308428764343,0.0001699692802503705,,0.012784919701516628,0.0014332681894302368,314.15109062194824,0.0005893561174161732,2430,0.09375,698.0,0.25990545749664307,1763260342.1834626,216832,0.024266954511404037
,0.011034071445465088,0.0001688172051217407,,0.0037897182628512383,0.00926876813173294,316.86085176467896,43.864845275878906,2449,0.00390625,698.0,0.2774740755558014,1763260344.8932238,218752,0.010841503739356995
,0.9358961582183838,0.00016781874001026154,,0.0070015424862504005,-0.005995498970150948,319.2905867099762,0.0005969968042336404,2465,0.041015625,698.0,0.23171871900558472,1763260347.3229587,220416,-0.0035423515364527702
,0.19054967164993286,0.0001662058348301798,,0.002340945415198803,-0.018700631335377693,323.05935430526733,0.0013303039595484734,2491,0.021484375,698.0,0.25335893034935,1763260351.0917263,223104,2.4099834263324738e-05
,0.01807612180709839,0.0001661290298216045,,2.519693225622177e-05,-0.0005967170000076294,323.2904577255249,238.37315368652344,2493,0.0,698.0,0.3178309500217438,1763260351.3228297,223232,-0.0008772937580943108
,0.9071075320243835,0.00016528417472727597,,0.0017513679340481758,-0.004501275718212128,325.42455291748047,0.00046965712681412697,2506,0.0078125,698.0,0.15456120669841766,1763260353.456925,224640,0.0066628241911530495
,0.9553478956222534,0.00016482334467582405,,0.015664484351873398,-0.027559734880924225,326.68727922439575,0.0008643231703899801,2514,0.052734375,697.0,0.18957526981830597,1763260354.7196512,225408,0.08121907711029053
,0.9509398341178894,0.00016474653966724873,,0.003996893763542175,-0.0016795843839645386,326.90115332603455,0.0016046555247157812,2515,0.009765625,697.0,0.19892729818820953,1763260354.9335253,225536,0.0016209818422794342
,0.9710771441459656,0.00016443931963294744,,0.002208542078733444,0.0022892262786626816,327.6456370353699,0.0014855741756036878,2520,0.0,697.0,0.24944916367530823,1763260355.678009,226048,-0.0010871384292840958
,0.9915745258331299,0.00016367126954719424,,0.006442003883421421,-0.0110902339220047,329.4085476398468,0.0015762943075969815,2533,0.021484375,697.0,0.2565857172012329,1763260357.4409196,227328,0.0253201462328434
,0.8233013153076172,0.00016321043949574232,,0.0016483403742313385,0.000520041212439537,330.5704255104065,0.0021265260875225067,2540,0.0,697.0,0.3815377354621887,1763260358.6027975,228096,0.011232160963118076
,0.027424871921539307,0.00016282641445286572,,0.00021159183233976364,0.0005814116448163986,331.54648208618164,22.610876083374023,2547,0.0,697.0,0.36107945442199707,1763260359.578854,228736,0.0013663442805409431
,0.7603880167007446,0.00016136713384184986,,0.0008646305650472641,0.0030826665461063385,335.1339590549469,0.0032341303303837776,2570,0.0,697.0,0.2739729881286621,1763260363.166331,231168,0.0019297599792480469
500.0,,,500.0,,,335.17662930488586,,2571,,,,1763260363.2090013,231182,
500.0,,,500.0,,,335.9611978530884,,2576,,,,1763260363.9935699,231682,
,0.03895068168640137,0.00016098310879897326,,0.0019051004201173782,0.0015401691198349,336.14738392829895,144.8904571533203,2577,0.0390625,697.0,0.2863439619541168,1763260364.179756,231808,0.008663635700941086
,0.7341288328170776,0.00015906298358459026,,0.0029400289058685303,-0.014660485088825226,340.90982842445374,0.000831377983558923,2608,0.072265625,696.0,0.20401646196842194,1763260368.9422004,235008,-0.016203485429286957
500.0,,,500.0,,,341.1189982891083,,2610,,,,1763260369.1513703,235182,
,0.0060770511627197266,0.0001577572984388098,,0.00408526137471199,0.005369105841964483,343.8663287162781,163.2221221923828,2630,0.015625,697.0,0.3112984299659729,1763260371.8987007,237184,0.022256571799516678
,0.9922070503234863,0.0001573732733959332,,0.006449331529438496,-0.014141559600830078,344.7087724208832,0.0010523765813559294,2636,0.0234375,697.0,0.22574204206466675,1763260372.7411444,237824,0.022778427228331566
,0.9898325204849243,0.00015675883332733065,,0.01062868069857359,-0.020429175347089767,346.08295249938965,0.0008243719348683953,2646,0.044921875,697.0,0.2908107340335846,1763260374.1153245,238848,0.014990189112722874
,0.9464918971061707,0.00015668202831875533,,0.005016759037971497,-0.00907840020954609,346.25631070137024,0.0008047069422900677,2647,0.029296875,697.0,0.2272302359342575,1763260374.2886827,238976,0.013372419402003288
,0.9603979587554932,0.00015660522331018,,0.008622883819043636,-0.042984820902347565,346.4438774585724,0.000455457076895982,2648,0.044921875,697.0,0.2793271839618683,1763260374.4762495,239104,0.05716705694794655
,0.9360113739967346,0.00015537634317297488,,0.0028197504580020905,-0.007141537964344025,349.32196164131165,0.00047130300663411617,2668,0.00390625,697.0,0.27918195724487305,1763260377.3543336,241152,0.007990872487425804
,0.867050051689148,0.0001550691231386736,,6.496906280517578e-06,-0.0006061550229787827,350.1249804496765,0.0005985808093100786,2673,0.0,697.0,0.2540449798107147,1763260378.1573524,241664,0.0014128182083368301
500.0,,,500.0,,,351.4269595146179,,2683,,,,1763260379.4593315,242682,
,0.857193112373352,0.00015422426804434508,,0.0010089203715324402,-0.00404183566570282,352.0401813983917,0.0008403687388636172,2687,0.00390625,697.0,0.22259119153022766,1763260380.0725534,243072,0.016445832327008247
,0.008975088596343994,0.00015414746303576976,,0.001172116957604885,0.00025274232029914856,352.2171583175659,11.869239807128906,2689,0.00390625,697.0,0.25523635745048523,1763260380.2495303,243200,-0.003895166330039501
,0.9196978807449341,0.0001539170480100438,,0.0029500937089323997,0.0070474594831466675,352.70807123184204,0.0002457205846440047,2692,0.033203125,697.0,0.24112138152122498,1763260380.7404432,243584,0.0010865600779652596
,0.6561693549156189,0.00015145928773563355,,0.00035484135150909424,0.001674949424341321,358.5479807853699,0.001469434704631567,2732,0.0,697.0,0.26986628770828247,1763260386.5803528,247680,-0.0026714224368333817
500.0,,,500.0,,,361.36929655075073,,2752,,,,1763260389.4016685,249682,
500.0,,,500.0,,,362.1074318885803,,2757,,,,1763260390.139804,250182,
500.0,,,500.0,,,364.5309855937958,,2772,,,,1763260392.5633576,251682,
500.0,,,500.0,,,366.04821491241455,,2782,,,,1763260394.080587,252682,
,0.02464437484741211,0.00014838710194453597,,0.003658715635538101,-0.023588798940181732,366.229380607605,167.80435180664062,2783,0.03125,697.0,0.289676308631897,1763260394.2617526,252800,0.013073073700070381
,0.9552405476570129,0.0001477726618759334,,0.007273226976394653,-0.012425554916262627,367.67865657806396,0.0006199243944138288,2793,0.056640625,697.0,0.24471603333950043,1763260395.7110286,253824,-0.01765940710902214
,0.41465818881988525,0.0001458525366615504,,0.009773153811693192,-0.017120612785220146,372.47544836997986,0.0007670510094612837,2824,0.0625,696.0,0.2816980481147766,1763260400.5078204,257024,0.02909708209335804
,0.9546905159950256,0.0001447004615329206,,0.014916480518877506,-0.03883194178342819,375.23730301856995,0.0003575138689484447,2843,0.037109375,696.0,0.35926541686058044,1763260403.269675,258944,0.021232694387435913
,0.9648582935333252,0.00014385560643859208,,0.01186330895870924,-0.007546022534370422,377.37390518188477,0.0018309034639969468,2857,0.0703125,696.0,0.24238461256027222,1763260405.4062772,260352,-0.0020377831533551216
,0.9670343995094299,0.00014231950626708567,,0.005884723737835884,-0.0184154212474823,381.046350479126,0.002062232466414571,2882,0.033203125,696.0,0.30414849519729614,1763260409.0787225,262912,0.011787459254264832
500.0,,,500.0,,,382.2536106109619,,2890,,,,1763260410.2859826,263682,
,0.4977852702140808,0.0001405529910698533,,4.663132131099701e-06,-0.0001385994255542755,385.37528920173645,0.0010082459775730968,2911,0.0,696.0,0.14481697976589203,1763260413.4076612,265856,-0.00034815166145563126
,0.008191585540771484,0.00013909369590692222,,3.1278468668460846e-05,0.0020928923040628433,389.2067537307739,39.04521942138672,2935,0.0,695.0,0.2648467719554901,1763260417.2391257,268288,-0.0029019759967923164
,0.005087852478027344,0.0001382488408125937,,3.184471279382706e-05,0.0007668342441320419,391.33892703056335,23.41188621520996,2949,0.0,695.0,0.23008956015110016,1763260419.371299,269696,-0.000912628136575222
,0.9242751002311707,0.00013755761028733104,,0.0018184110522270203,0.008877407759428024,393.041898727417,0.0006177568575367332,2960,0.0,695.0,0.3005770742893219,1763260421.0742707,270848,-0.00798829086124897
,0.9873161315917969,0.0001366359501844272,,0.0009750528261065483,-0.0031919851899147034,395.3722779750824,0.0006998635362833738,2975,0.0,695.0,0.24286684393882751,1763260423.40465,272384,-0.00881000142544508
,0.017073988914489746,0.00013579109509009868,,0.00852769985795021,0.008051097393035889,397.40811109542847,39.445213317871094,2989,0.017578125,695.0,0.3277604579925537,1763260425.440483,273792,0.008476067334413528
500.0,,,500.0,,,398.5392096042633,,2997,,,,1763260426.5715816,274682,
,0.8593623042106628,0.00013440860493574291,,0.00020677316933870316,0.003243040293455124,400.69999718666077,0.0002857992658391595,3011,0.0,695.0,0.20812290906906128,1763260428.7323692,276096,-0.008167778141796589
500.0,,,500.0,,,406.84369826316833,,3051,,,,1763260434.8760703,280182,
,0.9175248742103577,0.00013187403965275735,,0.004831278696656227,-0.0037402845919132233,407.2002477645874,0.0029065972194075584,3053,0.01171875,694.0,0.2938399910926819,1763260435.2326198,280320,-0.017216471955180168
500.0,,,500.0,,,409.11148285865784,,3066,,,,1763260437.1438549,281682,
,0.43580806255340576,0.00013079876953270286,,0.0006840480491518974,-9.766966104507446e-05,409.83503127098083,0.0002232977858511731,3070,0.00390625,694.0,0.2904207110404968,1763260437.8674033,282112,-0.0018203658983111382
,0.4875444769859314,0.00013003071944694966,,0.003058766946196556,-0.0009790658950805664,411.900443315506,0.000609400391113013,3083,0.001953125,694.0,0.36646080017089844,1763260439.9328153,283392,-0.01586121879518032
,0.33803075551986694,0.00012910905934404582,,0.004860107786953449,-0.018740657716989517,414.2709801197052,0.001548138097859919,3098,0.01953125,693.0,0.23409700393676758,1763260442.303352,284928,0.03991047665476799
,0.9163523316383362,0.00012880183930974454,,0.0009331656619906425,-0.011465033516287804,415.08801198005676,0.0007565318373963237,3103,0.0,693.0,0.31878307461738586,1763260443.120384,285440,0.01468831580132246
,0.9446721076965332,0.00012734254414681345,,7.793121039867401e-05,-0.0017534047365188599,418.9198455810547,0.00662983488291502,3127,0.0,693.0,0.17464067041873932,1763260446.9522176,287872,-0.0036305654793977737
,0.815585732460022,0.0001271889341296628,,0.0013225274160504341,0.003866884857416153,419.2828743457794,0.0006511659012176096,3129,0.001953125,693.0,0.19968362152576447,1763260447.3152463,288128,-0.023492610082030296
,0.01320582628250122,0.00012649768905248493,,0.005665680393576622,0.008528351783752441,421.0577619075775,159.6466064453125,3141,0.025390625,693.0,0.2614946961402893,1763260449.090134,289280,0.04349812492728233
,-0.5173723697662354,0.0001263440790353343,,0.000490107573568821,0.0009544882923364639,421.44099044799805,0.00018985485075972974,3143,0.0,693.0,0.2544765770435333,1763260449.4733624,289536,-0.002378045581281185
,0.011839449405670166,0.00012619046901818365,,0.006389209069311619,0.002083718776702881,421.86453771591187,36.831817626953125,3146,0.0390625,692.0,0.17004971206188202,1763260449.8969097,289792,0.0007441779598593712
,-0.0055648088455200195,0.0001247311884071678,,0.00010585039854049683,0.0016745105385780334,425.5520508289337,204.6555633544922,3170,0.0,692.0,0.2252195030450821,1763260453.5844228,292224,-0.002389395609498024
,0.7264029383659363,0.00012388633331283927,,0.0004488518461585045,-0.00883448589593172,427.5843679904938,0.0002994781534653157,3183,0.0,692.0,0.22007229924201965,1763260455.61674,293632,0.009523625485599041
,0.3151389956474304,0.000123579113278538,,0.005205859430134296,-0.005330150946974754,428.3630373477936,0.0002967867476399988,3188,0.025390625,692.0,0.18377315998077393,1763260456.3954093,294144,0.022468984127044678
,0.9411147832870483,0.00012181259808130562,,0.006189732812345028,0.008847091346979141,432.63371682167053,0.0005384329124353826,3217,0.05078125,692.0,0.2110728621482849,1763260460.6660888,297088,-0.00705353170633316
,0.002629399299621582,0.00012142857303842902,,9.520910680294037e-06,-0.00015787407755851746,433.5960147380829,38.85301971435547,3224,0.0,692.0,0.23261207342147827,1763260461.6283867,297728,-0.0011760322377085686
,0.7801783084869385,0.00011996927787549794,,0.012624790892004967,-0.018642151728272438,436.83298921585083,0.0010472048306837678,3247,0.02734375,692.0,0.17704378068447113,1763260464.8653612,300160,0.0129520483314991
,0.8293426036834717,0.0001198156678583473,,0.0005946177989244461,-0.0020356960594654083,437.2008390426636,0.008837216533720493,3250,0.0,692.0,0.2801662087440491,1763260465.233211,300416,-0.0010461769998073578
,-0.09124600887298584,0.00011966205784119666,,0.010038955137133598,-0.0157183650881052,437.50049471855164,0.00021992762049194425,3252,0.03125,693.0,0.32511693239212036,1763260465.5328667,300672,0.023811206221580505
,0.5081916451454163,0.00011950844782404602,,0.004481448791921139,-0.010930310934782028,437.8315851688385,0.011613811366260052,3255,0.015625,693.0,0.24972636997699738,1763260465.8639572,300928,0.02180553786456585
,0.8432917594909668,0.00011927803279832006,,0.00276380218565464,-0.0020700767636299133,438.38896679878235,0.006722648628056049,3259,0.009765625,693.0,0.24472427368164062,1763260466.4213388,301312,-0.012210139073431492
500.0,,,500.0,,,440.182240486145,,3272,,,,1763260468.2146125,302682,
,0.8084984421730042,0.00011827956768684089,,0.0010287603363394737,0.001941906288266182,440.6315186023712,0.00026153429644182324,3275,0.0078125,693.0,0.3095834255218506,1763260468.6638906,302976,-0.003582892008125782
,0.774868369102478,0.00011820276267826557,,0.00021669641137123108,-0.0014220811426639557,440.7914083003998,0.0006169711123220623,3276,0.0,693.0,0.31465595960617065,1763260468.8237803,303104,-0.0014779195189476013
,0.23516464233398438,0.00011697388981701806,,0.0008401162922382355,-0.004375556483864784,443.6508991718292,0.0003682916867546737,3296,0.0,693.0,0.29741668701171875,1763260471.6832712,305152,0.002544533461332321
,0.6399650573730469,0.00011682027979986742,,0.0006564948707818985,-0.00604278314858675,444.0335566997528,0.00931570865213871,3299,0.0,693.0,0.2023000419139862,1763260472.0659287,305408,0.0011862460523843765
,0.980312168598175,0.0001144393245340325,,8.180923759937286e-05,-0.00019862502813339233,449.7192237377167,0.008292872458696365,3338,0.0,693.0,0.16883333027362823,1763260477.7515957,309376,-0.0018977448344230652
500.0,,,500.0,,,451.536021232605,,3351,,,,1763260479.5683932,310682,
,-0.020885109901428223,0.00011328724940540269,,0.0012434981763362885,0.0014575868844985962,452.53534412384033,61.99684143066406,3357,0.0,693.0,0.23897050321102142,1763260480.5677161,311296,0.004688087850809097
,0.18833619356155396,0.00011305683437967673,,0.000496741384267807,0.005401574075222015,453.0805552005768,0.0005094466032460332,3360,0.0,693.0,0.22428913414478302,1763260481.1129272,311680,-0.008781718090176582
,0.3985503315925598,0.00011075269139837474,,4.664063453674316e-06,0.0005013728514313698,458.7685239315033,0.0004089514259248972,3398,0.0,693.0,0.20172223448753357,1763260486.800896,315520,-0.0007483027875423431
,-0.0020111799240112305,0.0001105990813812241,,0.00013387110084295273,0.0006693229079246521,459.1844222545624,145.81552124023438,3401,0.0,693.0,0.2082226723432541,1763260487.2167943,315776,0.003823121078312397
,-0.006769895553588867,0.00011029186134692281,,0.0018330886960029602,0.01194801926612854,459.942622423172,244.52435302734375,3406,0.001953125,693.0,0.17887115478515625,1763260487.9749944,316288,0.0017788782715797424
,-0.6269698143005371,0.0001102150563383475,,0.005065656267106533,-0.006667368113994598,460.0945830345154,0.014663858339190483,3407,0.009765625,693.0,0.3009541630744934,1763260488.126955,316416,0.005328540690243244
500.0,,,500.0,,,461.8626546859741,,3419,,,,1763260489.8950267,317682,
,0.6965908408164978,0.00010906298120971769,,0.0011541889980435371,0.004826700314879417,462.9163591861725,0.020066697150468826,3426,0.0,693.0,0.28599056601524353,1763260490.9487312,318336,-0.004392220638692379
,0.80622798204422,0.00010890937119256705,,0.003916152752935886,-0.0035557784140110016,463.26303601264954,0.000764252501539886,3428,0.00390625,693.0,0.2635917067527771,1763260491.295408,318592,0.016769153997302055
,-0.0010067224502563477,0.00010852534614969045,,0.0006151460111141205,0.001143006607890129,464.12111806869507,154.44541931152344,3435,0.0,693.0,0.1892455816268921,1763260492.15349,319232,-0.0022652875632047653
,-0.008497357368469238,0.0001076036860467866,,3.049056977033615e-05,-0.0006226412951946259,466.2112395763397,71.47978210449219,3450,0.0,693.0,0.25550031661987305,1763260494.2436116,320768,-0.000631420873105526
