losses/approx_kl,losses/clipfrac,losses/explained_variance,charts/episodic_length,losses/value_loss,charts/learning_rate,_step,global_step,losses/entropy,losses/policy_loss,_timestamp,charts/episodic_return,_runtime,charts/SPS,losses/old_approx_kl
7.688067853450775e-06,0.0,-0.19598066806793213,,0.001179578248411417,1.8586790247354656e-05,4868,469120,0.5485635995864868,-4.524737596511841e-05,1763260747.5083842,,657.2564172744751,746.0,0.0006784582510590553
4.738569259643555e-06,0.0,-0.014235138893127441,,0.000936374010052532,1.8202765204478055e-05,4874,469760,0.5728945732116699,-1.8596649169921875e-05,1763260748.1022053,,657.8502383232117,747.0,0.00018949992954730988
4.974193871021271e-06,0.0,-0.0047664642333984375,,0.0011641982709988952,1.7972350178752095e-05,4878,470144,0.6044231057167053,-0.0005733147263526917,1763260748.4341516,,658.1821846961975,747.0,-0.0004781680181622505
1.3482756912708282e-05,0.0,-0.1333019733428955,,0.0013052363647148013,1.7741935153026134e-05,4882,470528,0.5386527180671692,-0.0003743767738342285,1763260748.8038306,,658.5518636703491,747.0,0.0011904900893568993
1.0933727025985718e-06,0.0,-4.494190216064453e-05,,252.5148162841797,1.5745008568046615e-05,4915,473856,0.5279185175895691,-0.0003098994493484497,1763260751.7712219,,661.5192549228668,749.0,-0.00030315667390823364
2.1569430828094482e-06,0.0,0.0002541542053222656,,442.0467529296875,1.5437788533745334e-05,4920,474368,0.5880305171012878,0.00017457082867622375,1763260752.2509022,,661.9989352226257,749.0,-0.00017605535686016083
,,,500.0,,,4932,475764,,,1763260753.436361,500.0,663.18439412117,,
9.639188647270203e-07,0.0,-1.704692840576172e-05,,686.793212890625,1.4592934348911513e-05,4933,475776,0.5455690622329712,-0.00030815228819847107,1763260753.5103598,,663.2583928108215,750.0,7.124710828065872e-05
4.606321454048157e-06,0.0,0.035072922706604004,,0.0017431554151698947,1.4208909306034911e-05,4939,476416,0.5746177434921265,-0.0009343214333057404,1763260754.1009493,,663.848982334137,750.0,0.00023177452385425568
2.1513551473617554e-07,0.0,-0.09794390201568604,,0.0012776210205629468,1.3748080164077692e-05,4946,477184,0.4831821024417877,1.6305595636367798e-05,1763260754.767841,,664.5158741474152,751.0,-5.180481821298599e-05
5.597248673439026e-07,0.0,1.9311904907226562e-05,,387.12591552734375,1.336405512120109e-05,4953,477824,0.5642316341400146,-1.11311674118042e-05,1763260755.3603332,,665.1083662509918,751.0,0.0003216089680790901
1.362524926662445e-06,0.0,-0.00021266937255859375,,420.3177490234375,1.3056835996394511e-05,4958,478336,0.5811234712600708,-2.950429916381836e-05,1763260755.8076541,,665.5556871891022,751.0,-0.00031193066388368607
2.7902424335479736e-06,0.0,2.6345252990722656e-05,,333.3594970703125,1.274961596209323e-05,4963,478848,0.5356947183609009,-0.0005379766225814819,1763260756.281498,,666.0295310020447,751.0,-0.0006420016288757324
7.431954145431519e-07,0.0,0.014901816844940186,,0.0011436525965109468,1.221198181156069e-05,4971,479744,0.5522478818893433,0.00015998631715774536,1763260757.0821974,,666.830230474472,752.0,-0.0003646332770586014
,,,500.0,,,4972,479764,,,1763260757.1036248,500.0,666.8516578674316,,
2.3655593395233154e-07,0.0,6.657838821411133e-05,,0.0015637872274965048,1.182795676868409e-05,4978,480384,0.5705306529998779,-0.00017977505922317505,1763260757.6518617,,667.3998947143555,752.0,-0.0001257527619600296
,,,500.0,,,4981,480764,,,1763260757.916447,500.0,667.664479970932,,
7.338821887969971e-07,0.0,0.07968813180923462,,0.0012433207593858242,1.1136712601000909e-05,4989,481536,0.5379013419151306,-0.00021280907094478607,1763260758.6848717,,668.4329047203064,753.0,-0.00018719956278800964
3.7783756852149963e-06,0.0,-0.02528858184814453,,0.0012154222931712866,1.082949347619433e-05,4994,482048,0.5472495555877686,7.152557373046875e-05,1763260759.149955,,668.8979880809784,753.0,-0.00034093204885721207
7.860362529754639e-07,0.0,-0.08320403099060059,,0.0016129580326378345,9.984639291360509e-06,5008,483456,0.5464023947715759,0.0002026967704296112,1763260760.436108,,670.1841411590576,754.0,8.529610931873322e-05
6.193295121192932e-07,0.0,0.048515498638153076,,0.0015490985242649913,9.677419257059228e-06,5013,483968,0.5525321960449219,-0.00040336698293685913,1763260760.8805873,,670.6286203861237,754.0,-1.6461126506328583e-05
3.923662006855011e-06,0.0,0.05283933877944946,,0.0010334588587284088,9.523809239908587e-06,5015,484224,0.5577698349952698,-0.0007828976958990097,1763260761.1008246,,670.8488576412201,754.0,0.00024677347391843796
4.461035132408142e-07,0.0,-0.15257048606872559,,0.0013299578567966819,8.064515895966906e-06,5039,486656,0.5346534848213196,4.429509863257408e-05,1763260763.2775009,,673.025533914566,755.0,-0.0002101333811879158
4.1816383600234985e-07,0.0,8.404254913330078e-05,,210.2890625,6.144393410068005e-06,5071,489856,0.5513866543769836,-1.55596062541008e-05,1763260766.147735,,675.8957681655884,757.0,-0.00010875146836042404
2.784654498100281e-07,0.0,-0.012027263641357422,,0.0013722213916480541,3.2258064948109677e-06,5117,494720,0.5658947825431824,-5.663186311721802e-05,1763260770.4511974,,680.1992304325104,759.0,5.134381353855133e-06
6.891787052154541e-08,0.0,0.06996369361877441,,0.001338066067546606,2.918586687883362e-06,5122,495232,0.5329170227050781,0.00010972656309604645,1763260770.9302413,,680.6782743930817,760.0,-5.281902849674225e-05
2.4866312742233276e-07,0.0,-0.13842833042144775,,0.0015294741606339812,2.611367108329432e-06,5127,495744,0.46489274501800537,-3.997981548309326e-05,1763260771.369445,,681.1174781322479,760.0,-2.7186237275600433e-05
,,,500.0,,,5128,495764,,,1763260771.3794224,500.0,681.1274554729462,,
1.862645149230957e-08,0.0,-0.04177713394165039,,0.0012897215783596039,1.8433179320709314e-06,5140,497024,0.528622031211853,-5.1468610763549805e-05,1763260772.4978542,,682.2458872795105,761.0,4.014559090137482e-05
4.190951585769653e-08,0.0,-0.006677985191345215,,0.001243645092472434,1.459293343941681e-06,5146,497664,0.5780214667320251,-4.182755947113037e-05,1763260773.0835516,,682.8315846920013,761.0,-7.367972284555435e-05
2.0489096641540527e-08,0.0,-0.016797184944152832,,0.0012273970060050488,1.2288786592762335e-06,5150,498048,0.5619785189628601,-5.913153290748596e-05,1763260773.4110568,,683.1590898036957,761.0,-2.1792948246002197e-05
3.259629011154175e-08,0.0,-0.19980430603027344,,0.0014459136873483658,1.152073764387751e-06,5151,498176,0.5761452317237854,-9.67150554060936e-05,1763260773.5203345,,683.2683675289154,761.0,-8.442439138889313e-06
1.7695128917694092e-08,0.0,2.0563602447509766e-05,,281.6434326171875,4.6082948301773285e-07,5163,499328,0.5747685432434082,3.5278499126434326e-06,1763260774.5379257,,684.2859587669373,762.0,-3.818422555923462e-08
1.3969838619232178e-08,0.0,0.050002098083496094,,0.0015233331359922886,3.072196648190584e-07,5165,499584,0.5545898079872131,-1.11311674118042e-05,1763260774.7601156,,684.5081486701965,762.0,-6.6785141825675964e-06
