global_step,losses/old_approx_kl,_runtime,losses/value_loss,losses/clipfrac,losses/explained_variance,_step,losses/policy_loss,charts/learning_rate,charts/episodic_length,_timestamp,losses/approx_kl,charts/SPS,charts/episodic_return,losses/entropy
473600,0.0015304377302527428,646.2049932479858,0.002401352394372225,0.0,0.020297110080718994,4933,-0.0017673149704933167,1.589861676620785e-05,,1763260736.4530122,3.624800592660904e-05,767.0,,0.5348953604698181
474240,0.0007111718878149986,646.759247303009,0.0014495882205665112,0.0,-0.00036656856536865234,4939,0.0002343989908695221,1.5514593542320654e-05,,1763260737.0072663,2.4726614356040955e-06,767.0,,0.6044626235961914
474881,,647.3512670993805,,,,4946,,,500.0,1763260737.599286,,,500.0,
475648,0.0002348199486732483,648.0492987632751,0.001036742702126503,0.0,0.011702179908752441,4953,0.00026986002922058105,1.4669738447992131e-05,,1763260738.2973177,1.4547258615493774e-06,768.0,,0.5928647518157959
476160,0.00022698286920785904,648.493693113327,0.0012309459270909429,0.0,0.016484975814819336,4958,0.00024396181106567383,1.4362519323185552e-05,,1763260738.741712,4.363246262073517e-06,768.0,,0.5670245885848999
476672,0.0007199309766292572,648.969936132431,0.0012868893099948764,0.0,-0.03209376335144043,4963,-0.0006838440895080566,1.4055299288884271e-05,,1763260739.217955,2.27317214012146e-05,769.0,,0.5357032418251038
477403,,649.5597932338715,,,,4971,,,500.0,1763260739.8078122,,,500.0,
477440,-0.00035070348531007767,649.64182472229,165.94003295898438,0.0,-0.00030100345611572266,4972,-0.00024599581956863403,1.3594470146927051e-05,,1763260739.8898437,3.750436007976532e-06,769.0,,0.5730140805244446
478080,-0.00026026275008916855,650.2250602245331,0.0016315124230459332,0.0,-0.017683744430541992,4978,-0.0005487129092216492,1.321044510405045e-05,,1763260740.4730792,1.2091360986232758e-05,769.0,,0.5774509906768799
478403,,650.4696011543274,,,,4981,,,500.0,1763260740.7176201,,,500.0,
479104,-0.00022582150995731354,651.1530091762543,670.3492431640625,0.0,-0.00023746490478515625,4989,1.0102987289428711e-05,1.259600594494259e-05,,1763260741.4010282,3.559514880180359e-06,770.0,,0.5743498802185059
479616,-0.00017567817121744156,651.5949931144714,344.22357177734375,0.0,-0.00015151500701904297,4994,-9.357929229736328e-05,1.228878682013601e-05,,1763260741.843012,2.337619662284851e-07,770.0,,0.5547362565994263
481024,6.747152656316757e-05,652.8547756671906,0.0015254770405590534,0.0,-0.0016232728958129883,5008,-6.86943531036377e-05,1.144393263530219e-05,,1763260743.1027946,7.404014468193054e-07,771.0,,0.5931907892227173
481536,-0.00035847071558237076,653.3361260890961,0.001445544301532209,0.0,-0.004474043846130371,5013,-0.00042094290256500244,1.1136712601000909e-05,,1763260743.584145,5.179084837436676e-06,771.0,,0.5818130970001221
481664,9.348802268505096e-05,653.4500541687012,632.5728759765625,0.0,-8.296966552734375e-05,5015,0.00031121261417865753,1.1059907592425589e-05,,1763260743.6980731,2.1457672119140625e-06,771.0,,0.5658584833145142
484096,4.336051642894745e-05,655.627926826477,229.9100799560547,0.0,-6.341934204101562e-05,5039,0.0004494786262512207,9.600614248483907e-06,,1763260745.8759458,2.5779008865356445e-06,772.0,,0.5917761921882629
487424,3.1990930438041687e-06,658.5922181606293,0.0014548548497259617,0.0,-0.0026282072067260742,5071,0.00022174417972564697,7.603686754009686e-06,,1763260748.8402371,6.193295121192932e-07,774.0,,0.5958042144775391
492032,-8.459016680717468e-05,662.7458167076111,0.0014301242772489786,0.0,0.007917225360870361,5117,-0.0003208909183740616,4.838709628529614e-06,,1763260752.9938357,8.437782526016235e-07,776.0,,0.5906943082809448
492544,-8.329562842845917e-05,663.1862227916718,0.0016598510555922985,0.0,-0.021170616149902344,5122,-0.00011413544416427612,4.531490048975684e-06,,1763260753.4342418,1.1567026376724243e-06,776.0,,0.5644305944442749
493056,7.701944559812546e-05,663.6665802001953,0.0015486134216189384,0.0,0.005688369274139404,5127,-1.537799835205078e-05,4.224270469421754e-06,,1763260753.9145992,4.563480615615845e-08,777.0,,0.5774934887886047
493184,0.0002277502790093422,663.7769405841827,0.001302186748944223,0.0,0.014396369457244873,5128,-0.00018957257270812988,4.147465460846433e-06,,1763260754.0249596,2.430751919746399e-07,777.0,,0.6006160974502563
494336,0.000331253744661808,664.8058021068573,0.0013889557449147105,0.0,0.0049214959144592285,5140,-0.00023931637406349182,3.456221293163253e-06,,1763260755.053821,1.150183379650116e-06,777.0,,0.6136959791183472
494937,,665.2797734737396,,,,5146,,,500.0,1763260755.5277925,,,500.0,
495360,2.464093267917633e-05,665.7263143062592,0.0014634319813922048,0.0,0.010745882987976074,5150,-6.112828850746155e-05,2.8417819066817174e-06,,1763260755.9743333,1.0617077350616455e-07,778.0,,0.5469146966934204
495437,,665.7535109519958,,,,5151,,,500.0,1763260756.00153,,,500.0,
496640,9.052455425262451e-06,666.8683598041534,0.0016143657267093658,0.0,-0.028218984603881836,5163,-8.981674909591675e-06,2.0737327304232167e-06,,1763260757.1163788,2.9802322387695312e-08,778.0,,0.6108124256134033
496896,-1.5830621123313904e-05,667.0882976055145,0.0014924138085916638,0.0,0.02046501636505127,5165,-8.183717727661133e-05,1.9201229406462517e-06,,1763260757.3363166,6.332993507385254e-08,778.0,,0.5957565903663635
499968,-9.695068001747131e-07,669.8304302692413,545.1860961914062,0.0,-0.0003851652145385742,5196,1.564621925354004e-07,7.68049162047646e-08,,1763260760.0784492,6.51925802230835e-09,780.0,,0.5432525873184204
