global_step,losses/old_approx_kl,_runtime,losses/value_loss,losses/clipfrac,losses/explained_variance,_step,losses/policy_loss,charts/learning_rate,charts/episodic_length,_timestamp,losses/approx_kl,charts/SPS,charts/episodic_return,losses/entropy
156288,0.005495738238096237,298.4152202606201,0.00013452638813760132,0.0,-0.3123098611831665,1768,-0.002486729994416237,0.0002062980056507513,,1763260388.6632392,0.0003060586750507355,580.0,,0.5918676853179932
157184,-0.014349274337291718,299.5332233905792,0.0004887271206825972,0.0,-0.49600541591644287,1777,-0.013530999422073364,0.00020576037059072405,,1763260389.7812424,0.002639496698975563,581.0,,0.5342784523963928
161280,-0.0037813037633895874,304.31049704551697,0.00021821797417942435,0.0,-0.4489459991455078,1818,0.002804970368742943,0.0002033026103163138,,1763260394.558516,0.0005319938063621521,586.0,,0.5315759181976318
161792,-0.019567349925637245,305.11167788505554,9.00343875400722e-05,0.01171875,-0.6294549703598022,1823,-0.0250239297747612,0.00020299539028201252,,1763260395.3596969,0.004987834952771664,586.0,,0.5439819097518921
164608,0.0040123071521520615,309.02896881103516,0.005239591002464294,0.0,-0.05727958679199219,1851,-0.010126985609531403,0.00020130568009335548,,1763260399.2769878,0.0005675330758094788,588.0,,0.5327762961387634
165120,0.007165043614804745,309.640483379364,0.005184129811823368,0.0,0.14707380533218384,1856,-0.004067756235599518,0.0002009984600590542,,1763260399.8885024,0.0006084432825446129,588.0,,0.5845390558242798
166379,,311.308602809906,,,,1868,,,500.0,1763260401.5566218,,,500.0,
166879,,312.1919231414795,,,,1873,,,500.0,1763260402.4399421,,,500.0,
167296,-0.00972403958439827,312.94026231765747,0.00020725306239910424,0.0,-0.17572927474975586,1877,-0.007849341258406639,0.00019969277491327375,,1763260403.1882813,0.0012172572314739227,589.0,,0.5214225053787231
168192,0.0033065835013985634,314.7885046005249,0.0004622642882168293,0.0,-0.08842742443084717,1886,-0.0019095465540885925,0.0001991551398532465,,1763260405.0365236,0.00022176560014486313,588.0,,0.6116824746131897
169088,-0.004933041520416737,316.19045901298523,0.00397463608533144,0.0,0.18052834272384644,1895,0.0005128867924213409,0.00019861750479321927,,1763260406.438478,0.0007454035803675652,589.0,,0.5359926223754883
169879,,317.3759436607361,,,,1903,,,500.0,1763260407.6239626,,,500.0,
170240,0.0004404662176966667,317.90706038475037,0.0007414355641230941,0.0,-0.08255207538604736,1906,-0.0005595162510871887,0.00019792627426795661,,1763260408.1550794,2.0926818251609802e-06,589.0,,0.5420301556587219
171392,0.0032166074961423874,319.43957805633545,474.8727111816406,0.0,-7.2479248046875e-05,1918,0.009345263242721558,0.00019723502919077873,,1763260409.687597,0.00032842159271240234,590.0,,0.5350648164749146
171648,-0.005112760700285435,319.7127196788788,0.0007525552646256983,0.0,-0.10862970352172852,1920,-0.00554497167468071,0.0001970814191736281,,1763260409.9607387,0.0004156818613409996,590.0,,0.6135320663452148
174208,0.01150665245950222,323.5346710681915,0.00035138113889843225,0.0,-0.020546317100524902,1945,-0.007491465657949448,0.0001955453190021217,,1763260413.78269,0.0003382973372936249,591.0,,0.5387279391288757
175616,0.007166451774537563,325.38431191444397,0.004849298857152462,0.0,0.017273008823394775,1959,-0.02460242435336113,0.00019470046390779316,,1763260415.632331,0.0013461681082844734,592.0,,0.5479996204376221
177024,0.0043379319831728935,327.19443249702454,0.002743682824075222,0.0,0.08681994676589966,1973,0.0003532618284225464,0.00019385560881346464,,1763260417.4424515,0.00021762307733297348,594.0,,0.5413330793380737
178304,-0.003970852121710777,328.646630525589,0.0002590214426163584,0.00390625,-3.4792609214782715,1985,-0.015723079442977905,0.00019308755872771144,,1763260418.8946495,0.001375630497932434,595.0,,0.5602210164070129
178879,,329.253648519516,,,,1991,,,500.0,1763260419.5016675,,,500.0,
179968,-0.004507490433752537,330.5068964958191,561.7696533203125,0.0,1.7285346984863281e-06,2002,0.007603906095027924,0.00019208909361623228,,1763260420.7549155,0.0005135936662554741,597.0,,0.5300272703170776
180480,-0.001997220329940319,331.11661767959595,261.8232116699219,0.0,8.32676887512207e-05,2007,-0.0003399476408958435,0.000191781873581931,,1763260421.3646367,1.678522676229477e-05,597.0,,0.5114717483520508
181379,,332.1095759868622,,,,2016,,,500.0,1763260422.357595,,,500.0,
181760,-0.004514096304774284,332.5654833316803,0.00022523511142935604,0.0,0.07490408420562744,2019,-0.00579436682164669,0.0001910138234961778,,1763260422.8135023,0.0006363131105899811,599.0,,0.5202547907829285
182272,0.002421078272163868,333.2201280593872,0.0001160640676971525,0.0,-0.08364224433898926,2024,-0.0027643870562314987,0.0001907066034618765,,1763260423.468147,0.00021474529057741165,599.0,,0.5213851928710938
182528,-0.011168397031724453,333.5734386444092,0.005015558563172817,0.0,0.2566254138946533,2027,-0.0019390024244785309,0.00019055299344472587,,1763260423.8214576,0.0013840654864907265,599.0,,0.4923051595687866
182784,-0.005388566292822361,333.8298649787903,0.00011851578892674297,0.0,-0.03894162178039551,2029,0.010227620601654053,0.00019039938342757523,,1763260424.077884,0.000489220954477787,599.0,,0.5375112891197205
183296,0.014160244725644588,334.49432492256165,0.0001145014539361,0.001953125,0.16709959506988525,2034,-0.0446406751871109,0.00019009216339327395,,1763260424.742344,0.005185401998460293,600.0,,0.5431686043739319
184379,,336.10799264907837,,,,2045,,,500.0,1763260426.3560116,,,500.0,
184960,-0.0016565890982747078,337.15834641456604,270.9343566894531,0.0,5.9604644775390625e-06,2051,0.0006288662552833557,0.0001890936982817948,,1763260427.4063654,0.00010541919618844986,600.0,,0.5121501088142395
185088,-0.004594880156219006,337.3599650859833,0.00455937534570694,0.0,-0.009112715721130371,2052,0.004393905401229858,0.00018901689327321947,,1763260427.607984,0.0003772443160414696,600.0,,0.5139983296394348
186880,-0.001867867074906826,340.2299134731293,338.4143981933594,0.0,0.00032401084899902344,2070,-0.002203185111284256,0.00018794162315316498,,1763260430.4779325,0.00020460877567529678,600.0,,0.5202502012252808
187520,-0.0037765605375170708,341.2604069709778,0.004497804678976536,0.0,0.017835557460784912,2076,-0.0026177316904067993,0.00018755759811028838,,1763260431.508426,0.0001617027446627617,600.0,,0.462616890668869
189312,0.0033619925379753113,344.1030514240265,0.00015113504196051508,0.0,0.00837564468383789,2093,-0.0056547001004219055,0.0001864823279902339,,1763260434.3510704,0.00034437142312526703,601.0,,0.5467230081558228
189379,,344.14642906188965,,,,2094,,,500.0,1763260434.394448,,,500.0,
191744,0.0077845631167292595,347.22323417663574,0.00031336635584011674,0.0,-0.07444894313812256,2117,-0.012801215052604675,0.00018502304737921804,,1763260437.4712532,0.0019092680886387825,602.0,,0.510708749294281
194176,0.04715130478143692,350.11531233787537,0.0003878982679452747,0.021484375,-0.14359807968139648,2141,-0.012217074632644653,0.00018356375221628696,,1763260440.3633313,0.008212624117732048,605.0,,0.5322259068489075
194688,-0.003735540434718132,350.8697690963745,0.00015976387658156455,0.0,-0.022786498069763184,2146,0.003830261528491974,0.00018325653218198568,,1763260441.117788,0.0011628102511167526,605.0,,0.543292760848999
194816,0.001027185469865799,351.1005754470825,0.00023668893845751882,0.0,-0.043851375579833984,2147,-0.00240200012922287,0.00018317972717341036,,1763260441.3485944,0.0005853082984685898,605.0,,0.591386616230011
194879,,351.15025448799133,,,,2148,,,500.0,1763260441.3982735,,,500.0,
195584,6.484799087047577e-06,352.4226896762848,0.004315993748605251,0.0,0.009438097476959229,2155,-0.0006379634141921997,0.00018271889712195843,,1763260442.6707087,7.314514368772507e-05,605.0,,0.5472312569618225
197376,-0.00575652252882719,355.3546099662781,9.702170063974336e-05,0.001953125,0.16913104057312012,2172,-0.0040884800255298615,0.00018164362700190395,,1763260445.602629,0.0014985231682658195,605.0,,0.5261242985725403
198656,0.0012834453955292702,357.44482612609863,0.0001446691749151796,0.0,-0.0050313472747802734,2185,0.004851660691201687,0.00018087557691615075,,1763260447.692845,0.0005990592762827873,605.0,,0.5486942529678345
199296,-0.01859847456216812,358.49295377731323,0.006253363564610481,0.00390625,-0.4808993339538574,2192,-0.00674302875995636,0.00018049155187327415,,1763260448.7409728,0.001534886658191681,605.0,,0.4747351408004761
199936,-0.0027870526537299156,359.53080677986145,0.00045551997027359903,0.0,-0.06747949123382568,2198,-0.0004541724920272827,0.00018010752683039755,,1763260449.7788258,0.00038444530218839645,605.0,,0.5152468681335449
200064,-0.0019003981724381447,359.73832845687866,0.00016339555440936238,0.0,-0.18492579460144043,2199,-0.0045617930591106415,0.00018003072182182223,,1763260449.9863474,0.0004984857514500618,605.0,,0.5529351234436035
201216,5.0078146159648895e-05,361.78778052330017,486.847900390625,0.0,-0.0002727508544921875,2211,0.0007521510124206543,0.00017933947674464434,,1763260452.0357995,0.00012154411524534225,604.0,,0.5391094088554382
201600,0.0011447733268141747,362.4131164550781,0.0002103082078974694,0.0,-0.1667940616607666,2214,0.002048887312412262,0.00017910906171891838,,1763260452.6611354,0.00014430377632379532,604.0,,0.5069235563278198
202120,,363.30858993530273,,,,2220,,,500.0,1763260453.556609,,,500.0,
202496,0.004450750537216663,363.919549703598,0.00022411094687413424,0.001953125,0.14965981245040894,2223,-0.03677088022232056,0.00017857142665889114,,1763260454.1675687,0.0028247805312275887,604.0,,0.49530044198036194
202624,-0.006486430764198303,364.1581711769104,334.81005859375,0.0,-0.001120924949645996,2225,-0.0035659298300743103,0.00017849462165031582,,1763260454.4061902,0.0004776120185852051,604.0,,0.5084417462348938
202752,0.0012061679735779762,364.3660261631012,0.00340881384909153,0.0,0.08062213659286499,2226,-0.0007364973425865173,0.0001784178166417405,,1763260454.6140451,2.7622096240520477e-05,604.0,,0.5168476104736328
202880,0.007595008239150047,364.5609395503998,0.0003768549649976194,0.0,0.023563385009765625,2227,-8.702278137207031e-05,0.00017834101163316518,,1763260454.8089585,0.0006685592234134674,604.0,,0.5029098391532898
203264,0.0070679280906915665,365.21574211120605,0.0037787442561239004,0.0,-0.19450223445892334,2231,-0.009568177163600922,0.00017811059660743922,,1763260455.463761,0.0009024534374475479,604.0,,0.4556281566619873
203648,-0.0026815347373485565,365.86376953125,490.73712158203125,0.001953125,-0.00017058849334716797,2235,0.004734605550765991,0.00017788018158171326,,1763260456.1117885,0.002239895984530449,604.0,,0.4896271824836731
204288,-0.001151406206190586,366.9520630836487,0.004391173832118511,0.0,-0.07389163970947266,2241,0.0013199970126152039,0.00017749615653883666,,1763260457.200082,7.249508053064346e-05,604.0,,0.5165665745735168
204928,0.00600521732121706,368.0149402618408,0.00698468554764986,0.0,0.5291028022766113,2248,-0.015589838847517967,0.00017711213149596006,,1763260458.2629592,0.0014323936775326729,604.0,,0.4977625608444214
205184,-0.0016424888744950294,368.3879976272583,0.0005006464198231697,0.0,-0.7872695922851562,2250,-0.002681553363800049,0.00017695852147880942,,1763260458.6360166,0.0003249840810894966,604.0,,0.5505812168121338
205440,0.002618257887661457,368.7921142578125,0.006364444270730019,0.0,0.7089153528213501,2253,-0.002893369644880295,0.00017680491146165878,,1763260459.0401332,0.00043395254760980606,604.0,,0.5195967555046082
207360,0.00014504045248031616,371.18752121925354,386.3792419433594,0.0,0.00037997961044311523,2272,-0.00354134663939476,0.00017565283633302897,,1763260461.4355402,5.309469997882843e-05,606.0,,0.5038789510726929
208256,-0.0028194356709718704,372.2292323112488,8.548917685402557e-05,0.0,-0.1106799840927124,2280,-0.0009160861372947693,0.00017511520127300173,,1763260462.4772513,0.000710388645529747,607.0,,0.48424485325813293
209770,,373.9360189437866,,,,2295,,,500.0,1763260464.184038,,,500.0,
210048,0.00226020161062479,374.36963868141174,0.00039916951209306717,0.0,0.12308651208877563,2298,-0.0056950971484184265,0.00017403994570486248,,1763260464.6176577,0.0005004210397601128,608.0,,0.5020036697387695
211270,,375.71079444885254,,,,2310,,,500.0,1763260465.9588134,,,500.0,
211456,0.003596900962293148,375.9955565929413,0.003989559132605791,0.0,-0.04711258411407471,2312,-0.004033952951431274,0.00017319509061053395,,1763260466.2435756,0.00018291454762220383,609.0,,0.5356444716453552
212096,0.0005586128681898117,376.73852944374084,0.0005951312487013638,0.0,-0.08064115047454834,2318,-0.0038314908742904663,0.00017281106556765735,,1763260466.9865484,0.0005601588636636734,610.0,,0.5488172173500061
212480,0.003607659600675106,377.1729164123535,0.0037717402447015047,0.0,0.052993834018707275,2322,-0.0015703141689300537,0.0001725806505419314,,1763260467.4209354,0.0005639633163809776,610.0,,0.5258007049560547
212736,-0.008812488056719303,377.4475383758545,8.261898619821295e-05,0.0,-0.04744720458984375,2324,-0.004959773272275925,0.00017242704052478075,,1763260467.6955574,0.0012657726183533669,610.0,,0.5560734868049622
213248,0.007767025381326675,377.99179673194885,0.00014439760707318783,0.0,0.011286497116088867,2329,-0.01970142498612404,0.00017211982049047947,,1763260468.2398157,0.0027604401111602783,611.0,,0.5107400417327881
214240,,379.0802991390228,,,,2339,,,500.0,1763260469.328318,,,500.0,
214656,-0.0013461289927363396,379.6235628128052,0.0001243099250132218,0.0,0.030405521392822266,2343,0.005631515756249428,0.00017127496539615095,,1763260469.8715818,0.0009159361943602562,612.0,,0.5354724526405334
215168,-0.008511677384376526,380.23219180107117,0.00012693775352090597,0.0,-0.05336475372314453,2348,-0.017279691994190216,0.00017096774536184967,,1763260470.4802108,0.003386344760656357,612.0,,0.5689544677734375
215740,,380.87140345573425,,,,2354,,,500.0,1763260471.1194224,,,500.0,
216704,-0.0013980120420455933,382.0112819671631,0.00015341208199970424,0.0,-0.08908665180206299,2363,0.0020416975021362305,0.00017004608525894582,,1763260472.259301,8.312799036502838e-05,614.0,,0.49029409885406494
219392,0.018059715628623962,385.11092829704285,0.003955141641199589,0.0,-0.2764524221420288,2389,-0.018747128546237946,0.0001684331800788641,,1763260475.3589473,0.001375359483063221,616.0,,0.47974011301994324
219904,-0.001005616970360279,385.66743755340576,0.0035048257559537888,0.0,0.02210944890975952,2394,-0.0007498487830162048,0.00016812596004456282,,1763260475.9154565,0.00026001501828432083,616.0,,0.5399865508079529
223232,-0.007908539846539497,389.39614629745483,0.0001644574076635763,0.0,-0.13415265083312988,2426,-0.0007921457290649414,0.0001661290298216045,,1763260479.6441653,0.0006133541464805603,619.0,,0.4715658128261566
223616,0.0026418855413794518,389.8555600643158,0.00019564328249543905,0.0,-0.049945712089538574,2430,0.0022828057408332825,0.00016589861479587853,,1763260480.103579,0.00010542664676904678,620.0,,0.5225183963775635
225408,-0.004266880452632904,391.95298862457275,618.7540893554688,0.0,-0.00013589859008789062,2449,0.005734756588935852,0.00016482334467582405,,1763260482.2010076,0.0002825893461704254,621.0,,0.5498937368392944
227072,-0.0013055624440312386,393.9177358150482,0.0016637389780953526,0.0,-0.05870318412780762,2465,-0.008490048348903656,0.00016382487956434488,,1763260484.1657548,0.0012576552107930183,622.0,,0.6243406534194946
229632,0.010235078632831573,397.0784637928009,0.0033927892800420523,0.0,0.03483778238296509,2491,0.011969216167926788,0.00016228877939283848,,1763260487.3264828,0.0007739458233118057,624.0,,0.5603865385055542
229888,0.000943952240049839,397.3775088787079,0.00014266556536313146,0.0,-0.017066597938537598,2493,0.0042371079325675964,0.00016213516937568784,,1763260487.6255279,0.00016748066991567612,624.0,,0.5877726078033447
231168,-0.005735489539802074,398.8756694793701,0.00021171286061871797,0.0,-0.06246364116668701,2506,-0.015879083424806595,0.00016136713384184986,,1763260489.1236885,0.0012955674901604652,625.0,,0.5927156209945679
231936,-0.0002723643556237221,399.79997062683105,0.0036292506847530603,0.0,0.30159491300582886,2514,-0.0001266077160835266,0.00016090630379039794,,1763260490.0479896,3.3853575587272644e-06,625.0,,0.5277296304702759
232064,-0.0021657953038811684,399.91401052474976,0.0003000597935169935,0.0,-0.07460963726043701,2515,-0.010058611631393433,0.00016082949878182262,,1763260490.1620295,0.0007035145536065102,625.0,,0.506192684173584
232576,0.0054387059062719345,400.7649335861206,0.0011926600709557533,0.0,-0.18650496006011963,2520,-0.004866432398557663,0.00016052227874752134,,1763260491.0129526,0.0008187349885702133,625.0,,0.5036250352859497
233856,0.00417842622846365,402.7510275840759,842.6995239257812,0.0,-1.239776611328125e-05,2533,7.967278361320496e-05,0.00015975422866176814,,1763260492.9990466,0.00042895879596471786,626.0,,0.5461853742599487
234624,0.0027907313778996468,403.68456959724426,0.00032462828676216304,0.0,-0.4382002353668213,2540,-0.010536767542362213,0.00015929339861031622,,1763260493.9325886,0.0002774065360426903,626.0,,0.46378228068351746
235295,,404.48927760124207,,,,2547,,,500.0,1763260494.7372966,,,500.0,
237696,-0.006871714256703854,408.23725867271423,0.00016119911742862314,0.0,0.04853874444961548,2570,0.004557829350233078,0.00015745007840450853,,1763260498.4852777,0.000521407462656498,627.0,,0.5329980850219727
237795,,408.29036355018616,,,,2571,,,500.0,1763260498.5383825,,,500.0,
238295,,408.9748373031616,,,,2576,,,500.0,1763260499.2228563,,,500.0,
238336,0.0004192665219306946,409.08954334259033,520.9340209960938,0.0,-2.002716064453125e-05,2577,0.004764389246702194,0.00015706605336163193,,1763260499.3375623,0.0002535916864871979,627.0,,0.5256105661392212
241536,-0.0024011442437767982,412.75454115867615,0.0037786958273500204,0.0,0.04483109712600708,2608,0.0017703473567962646,0.00015514592814724892,,1763260503.0025601,0.00019377563148736954,629.0,,0.5732936859130859
241792,0.0044316742569208145,413.02522373199463,8.174126560334116e-05,0.0,-0.08340919017791748,2610,-0.002368386834859848,0.00015499231813009828,,1763260503.2732427,0.000221986323595047,629.0,,0.5644468069076538
243795,,415.1355850696564,,,,2630,,,500.0,1763260505.383604,,,500.0,
244352,-0.0006423583254218102,415.79754877090454,755.0946655273438,0.0,4.291534423828125e-05,2636,-0.0006973743438720703,0.00015345621795859188,,1763260506.0455678,0.00022459868341684341,632.0,,0.5554877519607544
245376,0.00031899288296699524,416.8369576931,405.3549499511719,0.0,-6.282329559326172e-05,2646,0.0016987025737762451,0.00015284177788998932,,1763260507.0849767,4.616938531398773e-05,632.0,,0.5626742839813232
245504,0.011963680386543274,416.9754011631012,0.0037603157106786966,0.0,0.06565433740615845,2647,-0.01274602860212326,0.000152764972881414,,1763260507.2234201,0.0011724699288606644,633.0,,0.5368319153785706
245632,0.0024610552936792374,417.1001784801483,0.00022281889687292278,0.0,-0.0816565752029419,2648,0.00047656893730163574,0.00015268816787283868,,1763260507.3481975,9.967386722564697e-05,633.0,,0.5346620678901672
247680,-0.0023952918127179146,419.3307557106018,0.0002449826861266047,0.0,-0.19399142265319824,2668,0.003645932301878929,0.00015145928773563355,,1763260509.5787747,0.0003398144617676735,634.0,,0.5240415930747986
248192,0.0023422110825777054,419.8724191188812,0.0001913668093038723,0.0,-0.5395702123641968,2673,0.004231734201312065,0.00015115206770133227,,1763260510.120438,0.0001355726271867752,635.0,,0.509550929069519
249216,0.000553404912352562,420.9704866409302,0.0001857889728853479,0.0,-0.4439122676849365,2683,0.006037473678588867,0.0001505376276327297,,1763260511.2185056,0.00015134736895561218,636.0,,0.5098087787628174
249600,0.012699183076620102,421.3870122432709,0.0002514738298486918,0.0,-0.11300849914550781,2687,-0.018936125561594963,0.00015030721260700375,,1763260511.6350312,0.0019450504332780838,636.0,,0.5316702723503113
249795,,421.55653834342957,,,,2689,,,500.0,1763260511.8045573,,,500.0,
250112,-0.0043663159012794495,421.9579641819,0.0002735198650043458,0.0,-0.11550343036651611,2692,-0.009146533906459808,0.0001500000071246177,,1763260512.2059832,0.0032411832362413406,636.0,,0.5604219436645508
254208,7.183104753494263e-05,426.5272181034088,8.851808524923399e-05,0.0,0.19794559478759766,2732,-0.004247212782502174,0.00014754224685020745,,1763260516.775237,0.0002110116183757782,639.0,,0.5437256693840027
256256,0.007890615612268448,428.7399263381958,0.0001112083118641749,0.0,-0.10962951183319092,2752,0.0004545636475086212,0.00014631336671300232,,1763260518.9879453,0.00035485997796058655,641.0,,0.5865631103515625
256768,-0.00016002729535102844,429.31624579429626,0.0001136756909545511,0.0,0.061089515686035156,2757,0.005072891712188721,0.00014600614667870104,,1763260519.5642648,0.0002642441540956497,641.0,,0.5617680549621582
258295,,430.9201261997223,,,,2772,,,500.0,1763260521.1681452,,,500.0,
259295,,431.9984896183014,,,,2782,,,500.0,1763260522.2465086,,,500.0,
259328,0.012423308566212654,432.1156413555145,660.6512451171875,0.0,-1.537799835205078e-05,2783,-0.011477813124656677,0.00014447004650719464,,1763260522.3636603,0.0004642680287361145,643.0,,0.4574851393699646
260352,-0.0018880777060985565,433.27765464782715,0.00019330510986037552,0.0,0.06563526391983032,2793,0.005789436399936676,0.00014385560643859208,,1763260523.5256736,0.0002965107560157776,644.0,,0.5740599036216736
263424,0.00010404922068119049,436.6599152088165,557.78857421875,0.0,2.5510787963867188e-05,2824,0.004146859049797058,0.0001420122862327844,,1763260526.9079342,0.00034723058342933655,646.0,,0.5792834162712097
265366,,438.7524676322937,,,,2843,,,500.0,1763260529.0004866,,,500.0,
266866,,440.2019808292389,,,,2857,,,500.0,1763260530.4499998,,,500.0,
269366,,443.01067757606506,,,,2882,,,500.0,1763260533.2586966,,,500.0,
270208,0.0014781886711716652,443.9794924259186,0.00019946324755437672,0.0,-0.011235594749450684,2890,-0.004702910780906677,0.00013794163533020765,,1763260534.2275114,0.0008663451299071312,651.0,,0.5481511354446411
272366,,446.1929965019226,,,,2911,,,500.0,1763260536.4410155,,,500.0,
274688,0.0033559342846274376,448.82263374328613,0.00012650001735892147,0.0,0.0016474127769470215,2935,0.000141901895403862,0.00013525346003007144,,1763260539.0706527,2.5588087737560272e-05,654.0,,0.5887823700904846
276096,-0.00119862612336874,450.30512166023254,0.0034280845429748297,0.0,0.027152299880981445,2949,0.0007493719458580017,0.00013440860493574291,,1763260540.5531406,3.181491047143936e-05,655.0,,0.5748577117919922
277248,0.0033097881823778152,451.5413110256195,0.00033800239907577634,0.0,-0.0019338130950927734,2960,-0.0033290237188339233,0.00013371735985856503,,1763260541.78933,0.00012603215873241425,656.0,,0.5997841954231262
278737,,453.1427628993988,,,,2975,,,500.0,1763260543.3907819,,,500.0,
279936,0.0034466981887817383,454.5104067325592,0.007489356212317944,0.0,-0.13809645175933838,2989,-0.0022308677434921265,0.0001321044546784833,,1763260544.7584257,0.0003016926348209381,658.0,,0.5960801839828491
280704,-0.0006232801824808121,455.3530058860779,533.7271728515625,0.0,8.922815322875977e-05,2997,0.0017568394541740417,0.00013164362462703139,,1763260545.6010249,3.0606985092163086e-05,658.0,,0.5301570892333984
282194,,456.8993685245514,,,,3011,,,500.0,1763260547.1473875,,,500.0,
286208,0.005629376508295536,461.3925943374634,0.00016953634622041136,0.0,0.0921562910079956,3051,0.0011478029191493988,0.00012834100925829262,,1763260551.6406133,0.0002875635400414467,662.0,,0.5545894503593445
286336,-0.000532086007297039,461.55932331085205,501.0741271972656,0.0,-3.230571746826172e-05,3053,0.0022540390491485596,0.0001282642042497173,,1763260551.8073423,3.933068364858627e-05,662.0,,0.5276558995246887
287744,0.0008091684430837631,463.05854964256287,0.00016806990606710315,0.0,-0.007599830627441406,3066,-0.006467841565608978,0.00012741934915538877,,1763260553.3065686,0.001455029472708702,663.0,,0.541388988494873
288128,0.002303576096892357,463.4957625865936,0.00024359210510738194,0.0,-0.014170646667480469,3070,-0.0035199522972106934,0.0001271889341296628,,1763260553.7437816,0.0009084884077310562,663.0,,0.5237114429473877
289536,0.019309602677822113,465.0358626842499,0.0002097734686685726,0.0,0.0391232967376709,3083,-0.008130654692649841,0.0001263440790353343,,1763260555.2838817,0.0018601268529891968,664.0,,0.5746870636940002
290979,,466.6374111175537,,,,3098,,,470.0,1763260556.88543,,,470.0,
291479,,467.1943838596344,,,,3103,,,500.0,1763260557.4424028,,,500.0,
293888,-0.0007675709202885628,469.9402210712433,0.00011036570504074916,0.0,-0.007005572319030762,3127,0.0024695303291082382,0.00012373272329568863,,1763260560.18824,3.827828913927078e-05,666.0,,0.5289174318313599
294016,-0.0007719295099377632,470.10181427001953,777.38134765625,0.0,-0.00013506412506103516,3129,0.0025251880288124084,0.0001236559182871133,,1763260560.3498333,4.0908344089984894e-05,666.0,,0.4918684959411621
295296,-0.0010120868682861328,471.53462314605713,0.00026963595882989466,0.0,0.009404897689819336,3141,0.0008309446275234222,0.0001228878682013601,,1763260561.7826421,4.068203270435333e-05,667.0,,0.5704960227012634
295493,,471.6827464103699,,,,3143,,,500.0,1763260561.9307654,,,500.0,
295808,0.005610044114291668,472.0831308364868,0.00019557031919248402,0.0,-0.01787722110748291,3146,-0.00615571066737175,0.00012258064816705883,,1763260562.3311498,0.00040800776332616806,667.0,,0.6262871623039246
298240,0.0016029132530093193,474.81259751319885,0.003951422404497862,0.0,-0.5775072574615479,3170,0.0008123293519020081,0.00012112135300412774,,1763260565.0606165,0.0001290375366806984,669.0,,0.554621696472168
299520,-0.0004850625991821289,476.2138845920563,515.6072387695312,0.0,-3.9696693420410156e-05,3183,-0.0006657359190285206,0.00012035330291837454,,1763260566.4619036,5.640089511871338e-06,670.0,,0.6030203104019165
300032,0.00019414816051721573,476.7462785243988,328.9808654785156,0.0,0.00012165307998657227,3188,0.0005080997943878174,0.00012004608288407326,,1763260566.9942975,5.398876965045929e-06,670.0,,0.5077177286148071
302993,,479.8010091781616,,,,3217,,,500.0,1763260570.0490282,,,500.0,
303616,0.0020744437351822853,480.43537163734436,387.5254211425781,0.0,0.0003116130828857422,3224,0.0014525502920150757,0.00011789554264396429,,1763260570.6833906,0.00014420319348573685,672.0,,0.584837794303894
305792,0.000883263535797596,482.63931822776794,0.0003043123288080096,0.0,-0.03352630138397217,3247,0.0007439050823450089,0.00011658986477414146,,1763260572.8873372,1.4829449355602264e-05,674.0,,0.5808122158050537
306048,0.0009957943111658096,482.909991979599,505.00482177734375,0.0,-0.0010317564010620117,3250,-0.0012587010860443115,0.00011643625475699082,,1763260573.158011,7.354654371738434e-05,674.0,,0.5220090746879578
306304,-0.0018713269382715225,483.1778120994568,0.0002954237279482186,0.0,-0.11995303630828857,3252,0.0007325112819671631,0.00011628264473984018,,1763260573.425831,3.279745578765869e-05,674.0,,0.5849760174751282
306560,-4.677381366491318e-05,483.44425654411316,290.8760986328125,0.0,-0.00037038326263427734,3255,-2.752244472503662e-05,0.00011612903472268954,,1763260573.6922755,8.102506399154663e-08,674.0,,0.5885047316551208
307015,,483.8112280368805,,,,3259,,,500.0,1763260574.059247,,,500.0,
308224,0.008144990541040897,485.0865559577942,0.0029968302696943283,0.0,0.2042173147201538,3272,-0.0040345340967178345,0.00011513056961121038,,1763260575.334575,0.0004380447790026665,676.0,,0.5463318824768066
308531,,485.33179807662964,,,,3275,,,500.0,1763260575.579817,,,500.0,
308608,-0.013481119647622108,485.4255599975586,522.05908203125,0.0,-0.0011101961135864258,3276,-0.006701130419969559,0.00011490015458548442,,1763260575.673579,0.0005523208528757095,676.0,,0.57501220703125
310656,0.004759697243571281,487.2749698162079,0.0026130962651222944,0.0,-8.177757263183594e-05,3296,-0.0012467056512832642,0.00011367127444827929,,1763260577.5229888,0.00037116557359695435,678.0,,0.5920407176017761
311031,,487.5345959663391,,,,3299,,,500.0,1763260577.782615,,,500.0,
314752,-0.0010831411927938461,490.95981001853943,294.7657165527344,0.0,0.0007760524749755859,3338,-0.0006330981850624084,0.00011121351417386904,,1763260581.207829,8.521601557731628e-06,681.0,,0.5131922364234924
316151,,492.14383244514465,,,,3351,,,500.0,1763260582.3918514,,,500.0,
316672,0.008638608269393444,492.69876074790955,491.1427001953125,0.0,-0.000817418098449707,3357,-0.006732765585184097,0.00011006144632119685,,1763260582.9467797,0.00041550304740667343,683.0,,0.5814250707626343
317056,-0.007074245251715183,493.0306329727173,0.0002438574010739103,0.0,0.01601386070251465,3360,2.6203691959381104e-05,0.0001098310312954709,,1763260583.278652,0.0006411122158169746,683.0,,0.5499781370162964
