losses/old_approx_kl,losses/value_loss,charts/episodic_length,charts/learning_rate,charts/SPS,losses/policy_loss,losses/explained_variance,_timestamp,global_step,charts/episodic_return,_runtime,_step,losses/entropy,losses/approx_kl,losses/clipfrac
-0.0004004575312137604,0.0002796377521008253,,0.00011528417962836102,675.0,-0.002502046525478363,-0.08672225475311279,1763260575.408697,307968,,485.1225428581238,3224,0.6258927583694458,7.472746074199677e-05,0.0
2.3951753973960876e-05,438.0407409667969,,0.00011390168947400525,677.0,0.0016903355717658997,-1.5854835510253906e-05,1763260577.486743,310272,,487.2005889415741,3247,0.5787217617034912,2.7526170015335083e-05,0.0
0.0001358967274427414,0.00022277921380009502,,0.00011367127444827929,677.0,-0.0018597990274429321,0.12099546194076538,1763260577.8529844,310656,,487.5668303966522,3250,0.5581612586975098,0.00012987107038497925,0.0
-0.0007487870752811432,342.86578369140625,,0.00011359446943970397,677.0,0.0007822513580322266,5.704164505004883e-05,1763260577.965992,310784,,487.6798379421234,3252,0.5921456813812256,7.510744035243988e-05,0.0
-0.0003295606002211571,0.00019627070287242532,,0.00011336405441397801,678.0,-0.002474334090948105,-0.1126549243927002,1763260578.2963963,311168,,488.0102422237396,3255,0.5192475318908691,0.00032005365937948227,0.0
-0.004615455865859985,0.00022767910559196025,,0.00011313363938825205,678.0,0.0019691046327352524,0.04478275775909424,1763260578.630459,311552,,488.34430503845215,3259,0.6200718879699707,0.00020598992705345154,0.0
0.011610838584601879,0.004427494015544653,,0.00011236558930249885,679.0,-0.021421514451503754,-0.17896640300750732,1763260579.815515,312832,,489.5293610095978,3272,0.5307589173316956,0.0011764699593186378,0.0
,,500.0,,,,,1763260580.0753722,313176,500.0,489.78921818733215,3275,,,
0.0017207888886332512,322.4273986816406,,0.00011213517427677289,679.0,-0.0024843215942382812,0.00018715858459472656,1763260580.1573799,313216,,489.8712258338928,3276,0.5566375255584717,7.601547986268997e-05,0.0
0.00012729410082101822,226.7368927001953,,0.00011090630141552538,681.0,0.0002598091959953308,-4.0531158447265625e-06,1763260582.0107307,315264,,491.72457671165466,3296,0.5739762783050537,1.0831281542778015e-06,0.0
0.007582485675811768,0.00018281918892171234,,0.00011067588638979942,681.0,-0.00785027164965868,0.012961506843566895,1763260582.3425677,315648,,492.0564136505127,3299,0.5356367230415344,0.0005428586155176163,0.0
-0.004791264422237873,0.00021193342399783432,,0.00010829493112396449,685.0,-0.016089338809251785,-0.036371588706970215,1763260585.9013212,319616,,495.6151671409607,3338,0.5108024477958679,0.00119080301374197,0.0
0.001871282234787941,0.0029871591832488775,,0.00010752688103821129,686.0,-0.010133827105164528,0.049598872661590576,1763260587.0836751,320896,,496.79752111434937,3351,0.5690129995346069,0.00038047879934310913,0.0
-0.0015089958906173706,0.0002658580197021365,,0.00010714285599533468,686.0,-0.0018611177802085876,-0.02241349220275879,1763260587.6460824,321536,,497.3599283695221,3357,0.6010701060295105,0.00030659139156341553,0.0
-0.0019831014797091484,505.9416809082031,,0.00010698924597818404,686.0,-0.002907179296016693,-3.5643577575683594e-05,1763260587.870287,321792,,497.5841329097748,3360,0.5541636943817139,0.00014208350330591202,0.0
,,500.0,,,,,1763260589.5285523,323676,500.0,499.2423982620239,3377,,,
-0.002174532972276211,543.48583984375,,0.00010460829798830673,690.0,8.115917444229126e-05,5.2809715270996094e-05,1763260591.4746776,325760,,501.1885235309601,3398,0.49451765418052673,0.0003299517557024956,0.0
0.01024150662124157,0.0002800567599479109,,0.00010437788296258077,690.0,-0.01487857848405838,-0.2819991111755371,1763260591.8071816,326144,,501.52102756500244,3401,0.44585150480270386,0.0014422889798879623,0.0
-0.00038281548768281937,0.0001800119352992624,,0.00010407066292827949,690.0,1.4543533325195312e-05,0.2027541995048523,1763260592.280923,326656,,501.99476885795593,3406,0.4952680170536041,1.988094300031662e-05,0.0
,,500.0,,,,,1763260592.2898767,326676,500.0,502.0037226676941,3407,,,
-0.0015450790524482727,0.0003712177858687937,,0.00010330261284252629,691.0,-0.001828473061323166,0.07002824544906616,1763260593.4389253,327936,,503.15277123451233,3419,0.5256544351577759,3.300420939922333e-05,0.0
,,500.0,,,,,1763260594.027751,328676,500.0,503.74159693717957,3426,,,
-0.00044294167309999466,0.0032188098412007093,,0.00010276497778249905,692.0,-0.0001959577202796936,0.03218340873718262,1763260594.216334,328832,,503.9301800727844,3428,0.4783756732940674,1.2696720659732819e-05,0.0
0.0008639805018901825,0.00017990026390179992,,0.00010230414773104712,693.0,-0.001618988811969757,0.11001825332641602,1763260594.973498,329600,,504.68734407424927,3435,0.46024689078330994,0.0001277085393667221,0.0
-0.001216602511703968,0.0002172770764445886,,0.00010138248762814328,694.0,-0.001455254852771759,0.028171420097351074,1763260596.5103166,331136,,506.22416257858276,3450,0.4668082594871521,1.3512559235095978e-05,0.0
,,500.0,,,,,1763260596.5478454,331176,500.0,506.2616913318634,3451,,,
-0.0010701920837163925,375.8524169921875,,0.0001006912425509654,694.0,-0.00011919066309928894,-8.821487426757812e-06,1763260597.7724543,332288,,507.48630023002625,3462,0.49712541699409485,1.2384727597236633e-05,0.0
-0.0006262538954615593,171.9546356201172,,9.984638745663688e-05,695.0,0.002297166269272566,-0.0001627206802368164,1763260599.1053123,333696,,508.81915831565857,3476,0.5448483824729919,0.00021823029965162277,0.0
0.0027720294892787933,0.0002455390931572765,,9.961597243091092e-05,695.0,0.0056466879323124886,0.19176989793777466,1763260599.4585927,334080,,509.172438621521,3479,0.4833112359046936,0.0002281423658132553,0.0
