losses/entropy,losses/policy_loss,losses/value_loss,_runtime,charts/episodic_return,losses/explained_variance,losses/old_approx_kl,_timestamp,charts/episodic_length,_step,charts/SPS,charts/learning_rate,losses/approx_kl,losses/clipfrac,global_step
0.6230411529541016,0.01996440812945366,374.05963134765625,59.02644491195679,,0.05953162908554077,-0.008688250556588173,1763260137.5622308,,213,472.0,0.00029308756347745657,0.0011319611221551895,0.0,11648
,,,59.52250933647156,169.0,,,1763260138.0582952,169.0,217,,,,,11951
,,,60.657461643218994,51.0,,,1763260139.1932476,51.0,228,,,,,12505
,,,61.382059812545776,69.0,,,1763260139.9178457,69.0,233,,,,,12825
0.6097626090049744,0.0016473382711410522,504.8296813964844,63.85537767410278,,0.009327948093414307,-0.0011281929910182953,1763260142.3911636,,251,482.0,0.00029155146330595016,7.386505603790283e-05,0.0,14208
0.6057515144348145,0.0008554160594940186,152.42628479003906,64.82389760017395,,0.0462644100189209,-0.00041396915912628174,1763260143.3596835,,259,483.0,0.0002912442432716489,5.191192030906677e-06,0.0,14720
,,,65.52015113830566,241.0,,,1763260144.055937,241.0,265,,,,,15177
,,,66.60588240623474,180.0,,,1763260145.1416683,180.0,273,,,,,15762
0.5722346305847168,0.0026817009784281254,396.0174560546875,66.78446078300476,,0.015500485897064209,0.003584040328860283,1763260145.3202467,,274,490.0,0.000290552998194471,0.00020348839461803436,0.0,15872
0.554469108581543,-9.448081254959106e-05,295.6888732910156,69.32837176322937,,0.0015704035758972168,5.484279245138168e-05,1763260147.8641577,,292,498.0,0.00028963133809156716,3.666616976261139e-06,0.0,17408
0.6027613878250122,0.010353060439229012,251.93551635742188,72.80045318603516,,0.196394681930542,-0.003720066510140896,1763260151.336239,,321,503.0,0.00028847926296293736,0.000655188225209713,0.0,19328
0.5940089821815491,-0.0033074170351028442,415.93341064453125,73.66014218330383,,0.05519908666610718,0.005517603829503059,1763260152.195928,,327,505.0,0.0002881720429286361,0.00028777681291103363,0.0,19840
